date,index_name,open,high,low,close,volume,source
2026-09-24,NIFTY 50,23221.8,23281.95,23046.15,23063.1,271675340,NSE
2026-09-23,NIFTY 50,23352.15,23466.9,23349.55,23446.8,237608688,NSE
2026-09-22,NIFTY 50,23454.05,23489.0,23285.75,23329.0,244146220,NSE
2026-09-21,NIFTY 50,23330.2,23466.8,23314.8,23414.3,213639227,NSE
2026-09-18,NIFTY 50,23334.7,23389.15,23286.6,23346.4,375346024,NSE
